,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,2,15
ENSMUSG00000005583,1,4
ENSMUSG00000040732,1,1
ENSMUSG00000025959,1,0
ENSMUSG00000000317,0,1
ENSMUSG00000020160,4,1
ENSMUSG00000064141,1,1
ENSMUSG00000032035,1,10
ENSMUSG00000050919,0,6
ENSMUSG00000031627,1,1
ENSMUSG00000069378,0,5
ENSMUSG00000044167,1,4
ENSMUSG00000031103,0,1
ENSMUSG00000025529,0,1
ENSMUSG00000029553,0,1
ENSMUSG00000006311,0,1
ENSMUSG00000055435,1,1
ENSMUSG00000022895,0,1
ENSMUSG00000053477,1,9
ENSMUSG00000018604,1,4
ENSMUSG00000008398,3,4
ENSMUSG00000029178,1,1
ENSMUSG00000024238,5,0
ENSMUSG00000027684,2,3
ENSMUSG00000062327,0,1
ENSMUSG00000028565,2,5
ENSMUSG00000000078,0,1
ENSMUSG00000023902,0,1
ENSMUSG00000027583,0,1
ENSMUSG00000028163,1,1
ENSMUSG00000038227,0,1
ENSMUSG00000024985,1,10
ENSMUSG00000053007,0,1
ENSMUSG00000022150,1,4
ENSMUSG00000040929,1,1
ENSMUSG00000046470,0,0
ENSMUSG00000024406,1,1
ENSMUSG00000020484,2,0
ENSMUSG00000000094,0,1
ENSMUSG00000024140,0,6
ENSMUSG00000063632,1,3
ENSMUSG00000044220,0,3
ENSMUSG00000025902,1,1
ENSMUSG00000026628,0,4
ENSMUSG00000040270,1,5
ENSMUSG00000020185,0,0
ENSMUSG00000057098,0,14
ENSMUSG00000038236,0,1
ENSMUSG00000055148,0,0
ENSMUSG00000027210,2,1
ENSMUSG00000030788,0,3
ENSMUSG00000042439,2,3
ENSMUSG00000048402,0,9
ENSMUSG00000032446,0,0
ENSMUSG00000030341,1,1
ENSMUSG00000027361,0,1
ENSMUSG00000027547,1,1
ENSMUSG00000000938,0,1
ENSMUSG00000068551,1,3
ENSMUSG00000018698,0,3
ENSMUSG00000058881,1,1
ENSMUSG00000055799,1,6
ENSMUSG00000028466,0,1
ENSMUSG00000071637,0,1
ENSMUSG00000048410,1,6
ENSMUSG00000040433,0,1
ENSMUSG00000034041,0,7
ENSMUSG00000021877,2,0
ENSMUSG00000047003,0,1
ENSMUSG00000007805,0,1
ENSMUSG00000079277,0,6
ENSMUSG00000075040,0,1
ENSMUSG00000055053,0,10
ENSMUSG00000033713,1,9
ENSMUSG00000026436,0,1
ENSMUSG00000016087,2,4
ENSMUSG00000056758,6,4
ENSMUSG00000075588,0,1
ENSMUSG00000026104,0,3
ENSMUSG00000038700,0,1
ENSMUSG00000026398,0,4
ENSMUSG00000036139,0,1
ENSMUSG00000021972,2,1
ENSMUSG00000021506,0,0
ENSMUSG00000037465,0,3
ENSMUSG00000023079,2,4
ENSMUSG00000099083,0,1
ENSMUSG00000038210,0,1
ENSMUSG00000019564,0,3
ENSMUSG00000034762,0,6
ENSMUSG00000062991,6,8
ENSMUSG00000022346,0,6
ENSMUSG00000019256,0,1
ENSMUSG00000026890,0,8
ENSMUSG00000002393,1,1
ENSMUSG00000038151,0,1
ENSMUSG00000015522,2,1
ENSMUSG00000040289,0,1
ENSMUSG00000030544,0,0
ENSMUSG00000030199,2,9
