,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,3,8
ENSMUSG00000005583,4,7
ENSMUSG00000040732,1,4
ENSMUSG00000025959,4,14
ENSMUSG00000000317,1,5
ENSMUSG00000020160,9,3
ENSMUSG00000064141,0,1
ENSMUSG00000032035,1,1
ENSMUSG00000050919,0,4
ENSMUSG00000031627,4,3
ENSMUSG00000069378,0,5
ENSMUSG00000044167,2,5
ENSMUSG00000031103,2,0
ENSMUSG00000025529,3,4
ENSMUSG00000029553,1,1
ENSMUSG00000006311,0,1
ENSMUSG00000055435,3,0
ENSMUSG00000022895,1,0
ENSMUSG00000053477,2,5
ENSMUSG00000018604,0,1
ENSMUSG00000008398,3,1
ENSMUSG00000029178,1,3
ENSMUSG00000024238,20,3
ENSMUSG00000027684,0,8
ENSMUSG00000062327,0,4
ENSMUSG00000028565,0,8
ENSMUSG00000000078,1,3
ENSMUSG00000023902,0,3
ENSMUSG00000027583,1,3
ENSMUSG00000028163,2,4
ENSMUSG00000038227,0,0
ENSMUSG00000024985,3,5
ENSMUSG00000053007,0,3
ENSMUSG00000022150,3,0
ENSMUSG00000040929,0,4
ENSMUSG00000046470,1,3
ENSMUSG00000024406,1,0
ENSMUSG00000020484,2,0
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,1
ENSMUSG00000063632,1,1
ENSMUSG00000044220,0,3
ENSMUSG00000025902,0,1
ENSMUSG00000026628,0,3
ENSMUSG00000040270,2,7
ENSMUSG00000020185,1,3
ENSMUSG00000057098,1,4
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,0
ENSMUSG00000027210,4,5
ENSMUSG00000030788,1,0
ENSMUSG00000042439,1,1
ENSMUSG00000048402,0,8
ENSMUSG00000032446,0,0
ENSMUSG00000030341,1,1
ENSMUSG00000027361,1,1
ENSMUSG00000027547,1,1
ENSMUSG00000000938,0,3
ENSMUSG00000068551,0,3
ENSMUSG00000018698,0,3
ENSMUSG00000058881,0,0
ENSMUSG00000055799,3,8
ENSMUSG00000028466,0,0
ENSMUSG00000071637,1,3
ENSMUSG00000048410,5,5
ENSMUSG00000040433,1,3
ENSMUSG00000034041,1,3
ENSMUSG00000021877,2,1
ENSMUSG00000047003,0,1
ENSMUSG00000007805,0,1
ENSMUSG00000079277,0,1
ENSMUSG00000075040,1,1
ENSMUSG00000055053,0,8
ENSMUSG00000033713,4,7
ENSMUSG00000026436,1,1
ENSMUSG00000016087,17,1
ENSMUSG00000056758,2,5
ENSMUSG00000075588,1,0
ENSMUSG00000026104,0,1
ENSMUSG00000038700,0,1
ENSMUSG00000026398,4,3
ENSMUSG00000036139,0,0
ENSMUSG00000021972,2,1
ENSMUSG00000021506,0,0
ENSMUSG00000037465,1,5
ENSMUSG00000023079,1,0
ENSMUSG00000099083,0,1
ENSMUSG00000038210,0,0
ENSMUSG00000019564,0,5
ENSMUSG00000034762,0,7
ENSMUSG00000062991,12,5
ENSMUSG00000022346,1,1
ENSMUSG00000019256,0,1
ENSMUSG00000026890,0,4
ENSMUSG00000002393,0,3
ENSMUSG00000038151,1,5
ENSMUSG00000015522,1,5
ENSMUSG00000040289,0,1
ENSMUSG00000030544,0,0
ENSMUSG00000030199,2,8
