,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,0,2
ENSMUSG00000005583,0,0
ENSMUSG00000040732,0,16
ENSMUSG00000025959,5,2
ENSMUSG00000000317,0,0
ENSMUSG00000020160,5,14
ENSMUSG00000064141,1,14
ENSMUSG00000032035,0,0
ENSMUSG00000050919,0,2
ENSMUSG00000031627,0,0
ENSMUSG00000069378,1,0
ENSMUSG00000044167,0,0
ENSMUSG00000031103,0,0
ENSMUSG00000025529,3,0
ENSMUSG00000029553,0,0
ENSMUSG00000006311,0,0
ENSMUSG00000055435,1,0
ENSMUSG00000022895,1,2
ENSMUSG00000053477,1,14
ENSMUSG00000018604,1,14
ENSMUSG00000008398,1,2
ENSMUSG00000029178,0,14
ENSMUSG00000024238,14,0
ENSMUSG00000027684,0,16
ENSMUSG00000062327,0,0
ENSMUSG00000028565,0,0
ENSMUSG00000000078,0,0
ENSMUSG00000023902,0,0
ENSMUSG00000027583,0,0
ENSMUSG00000028163,0,2
ENSMUSG00000038227,0,2
ENSMUSG00000024985,1,2
ENSMUSG00000053007,0,14
ENSMUSG00000022150,1,0
ENSMUSG00000040929,0,1
ENSMUSG00000046470,0,0
ENSMUSG00000024406,1,1
ENSMUSG00000020484,1,0
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,14
ENSMUSG00000063632,0,0
ENSMUSG00000044220,0,0
ENSMUSG00000025902,1,1
ENSMUSG00000026628,0,16
ENSMUSG00000040270,1,14
ENSMUSG00000020185,2,2
ENSMUSG00000057098,0,14
ENSMUSG00000038236,0,2
ENSMUSG00000055148,1,0
ENSMUSG00000027210,0,0
ENSMUSG00000030788,2,0
ENSMUSG00000042439,0,0
ENSMUSG00000048402,0,14
ENSMUSG00000032446,0,2
ENSMUSG00000030341,0,1
ENSMUSG00000027361,0,0
ENSMUSG00000027547,0,0
ENSMUSG00000000938,0,0
ENSMUSG00000068551,1,0
ENSMUSG00000018698,1,1
ENSMUSG00000058881,0,0
ENSMUSG00000055799,2,16
ENSMUSG00000028466,0,0
ENSMUSG00000071637,0,0
ENSMUSG00000048410,2,0
ENSMUSG00000040433,0,0
ENSMUSG00000034041,0,0
ENSMUSG00000021877,0,2
ENSMUSG00000047003,0,14
ENSMUSG00000007805,1,0
ENSMUSG00000079277,0,14
ENSMUSG00000075040,0,0
ENSMUSG00000055053,0,0
ENSMUSG00000033713,1,2
ENSMUSG00000026436,0,0
ENSMUSG00000016087,14,2
ENSMUSG00000056758,2,14
ENSMUSG00000075588,0,0
ENSMUSG00000026104,0,2
ENSMUSG00000038700,0,0
ENSMUSG00000026398,0,2
ENSMUSG00000036139,0,0
ENSMUSG00000021972,0,2
ENSMUSG00000021506,0,0
ENSMUSG00000037465,0,14
ENSMUSG00000023079,1,0
ENSMUSG00000099083,2,2
ENSMUSG00000038210,0,2
ENSMUSG00000019564,2,2
ENSMUSG00000034762,0,14
ENSMUSG00000062991,5,14
ENSMUSG00000022346,0,0
ENSMUSG00000019256,0,0
ENSMUSG00000026890,0,0
ENSMUSG00000002393,1,0
ENSMUSG00000038151,0,14
ENSMUSG00000015522,1,0
ENSMUSG00000040289,0,2
ENSMUSG00000030544,0,0
ENSMUSG00000030199,3,2
