,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,3,12
ENSMUSG00000005583,3,0
ENSMUSG00000040732,1,20
ENSMUSG00000025959,4,1
ENSMUSG00000000317,0,0
ENSMUSG00000020160,3,1
ENSMUSG00000064141,0,0
ENSMUSG00000032035,3,18
ENSMUSG00000050919,0,18
ENSMUSG00000031627,1,18
ENSMUSG00000069378,0,0
ENSMUSG00000044167,0,18
ENSMUSG00000031103,0,18
ENSMUSG00000025529,3,0
ENSMUSG00000029553,3,0
ENSMUSG00000006311,0,0
ENSMUSG00000055435,6,1
ENSMUSG00000022895,1,0
ENSMUSG00000053477,6,0
ENSMUSG00000018604,0,18
ENSMUSG00000008398,1,0
ENSMUSG00000029178,0,1
ENSMUSG00000024238,8,0
ENSMUSG00000027684,0,18
ENSMUSG00000062327,0,0
ENSMUSG00000028565,3,0
ENSMUSG00000000078,1,0
ENSMUSG00000023902,0,0
ENSMUSG00000027583,1,18
ENSMUSG00000028163,3,0
ENSMUSG00000038227,0,0
ENSMUSG00000024985,0,20
ENSMUSG00000053007,0,20
ENSMUSG00000022150,1,0
ENSMUSG00000040929,0,18
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,0
ENSMUSG00000020484,1,0
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,0
ENSMUSG00000063632,0,0
ENSMUSG00000044220,0,0
ENSMUSG00000025902,1,0
ENSMUSG00000026628,0,0
ENSMUSG00000040270,6,18
ENSMUSG00000020185,1,0
ENSMUSG00000057098,1,18
ENSMUSG00000038236,0,0
ENSMUSG00000055148,1,0
ENSMUSG00000027210,1,0
ENSMUSG00000030788,0,18
ENSMUSG00000042439,1,0
ENSMUSG00000048402,1,20
ENSMUSG00000032446,0,0
ENSMUSG00000030341,1,0
ENSMUSG00000027361,1,0
ENSMUSG00000027547,0,0
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,20
ENSMUSG00000018698,0,0
ENSMUSG00000058881,0,18
ENSMUSG00000055799,7,0
ENSMUSG00000028466,0,18
ENSMUSG00000071637,1,0
ENSMUSG00000048410,3,0
ENSMUSG00000040433,0,1
ENSMUSG00000034041,0,0
ENSMUSG00000021877,4,0
ENSMUSG00000047003,0,0
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,0
ENSMUSG00000075040,1,18
ENSMUSG00000055053,0,18
ENSMUSG00000033713,5,18
ENSMUSG00000026436,0,0
ENSMUSG00000016087,13,0
ENSMUSG00000056758,1,0
ENSMUSG00000075588,0,0
ENSMUSG00000026104,1,18
ENSMUSG00000038700,0,0
ENSMUSG00000026398,1,1
ENSMUSG00000036139,0,0
ENSMUSG00000021972,1,18
ENSMUSG00000021506,0,0
ENSMUSG00000037465,0,18
ENSMUSG00000023079,0,0
ENSMUSG00000099083,0,0
ENSMUSG00000038210,0,0
ENSMUSG00000019564,1,0
ENSMUSG00000034762,0,0
ENSMUSG00000062991,10,0
ENSMUSG00000022346,1,0
ENSMUSG00000019256,1,0
ENSMUSG00000026890,0,0
ENSMUSG00000002393,0,0
ENSMUSG00000038151,1,18
ENSMUSG00000015522,0,0
ENSMUSG00000040289,0,0
ENSMUSG00000030544,0,0
ENSMUSG00000030199,1,18
