,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,3,4
ENSMUSG00000005583,3,8
ENSMUSG00000040732,1,2
ENSMUSG00000025959,1,12
ENSMUSG00000000317,2,0
ENSMUSG00000020160,1,4
ENSMUSG00000064141,0,2
ENSMUSG00000032035,6,0
ENSMUSG00000050919,1,3
ENSMUSG00000031627,3,5
ENSMUSG00000069378,0,2
ENSMUSG00000044167,2,2
ENSMUSG00000031103,1,2
ENSMUSG00000025529,1,2
ENSMUSG00000029553,0,0
ENSMUSG00000006311,0,0
ENSMUSG00000055435,2,0
ENSMUSG00000022895,0,0
ENSMUSG00000053477,5,2
ENSMUSG00000018604,1,1
ENSMUSG00000008398,5,12
ENSMUSG00000029178,0,8
ENSMUSG00000024238,12,0
ENSMUSG00000027684,0,2
ENSMUSG00000062327,0,0
ENSMUSG00000028565,0,0
ENSMUSG00000000078,0,4
ENSMUSG00000023902,0,0
ENSMUSG00000027583,1,5
ENSMUSG00000028163,2,2
ENSMUSG00000038227,0,0
ENSMUSG00000024985,2,3
ENSMUSG00000053007,3,4
ENSMUSG00000022150,1,0
ENSMUSG00000040929,0,4
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,0
ENSMUSG00000020484,1,2
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,4
ENSMUSG00000063632,0,2
ENSMUSG00000044220,0,0
ENSMUSG00000025902,0,1
ENSMUSG00000026628,0,2
ENSMUSG00000040270,1,4
ENSMUSG00000020185,2,1
ENSMUSG00000057098,0,1
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,0
ENSMUSG00000027210,0,0
ENSMUSG00000030788,0,0
ENSMUSG00000042439,0,0
ENSMUSG00000048402,0,0
ENSMUSG00000032446,0,0
ENSMUSG00000030341,0,0
ENSMUSG00000027361,2,0
ENSMUSG00000027547,0,0
ENSMUSG00000000938,0,0
ENSMUSG00000068551,1,0
ENSMUSG00000018698,0,0
ENSMUSG00000058881,1,8
ENSMUSG00000055799,0,8
ENSMUSG00000028466,1,1
ENSMUSG00000071637,1,2
ENSMUSG00000048410,4,0
ENSMUSG00000040433,0,0
ENSMUSG00000034041,0,2
ENSMUSG00000021877,4,2
ENSMUSG00000047003,1,4
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,2
ENSMUSG00000075040,1,0
ENSMUSG00000055053,1,8
ENSMUSG00000033713,3,2
ENSMUSG00000026436,1,0
ENSMUSG00000016087,7,5
ENSMUSG00000056758,1,2
ENSMUSG00000075588,1,0
ENSMUSG00000026104,0,0
ENSMUSG00000038700,0,0
ENSMUSG00000026398,1,0
ENSMUSG00000036139,0,1
ENSMUSG00000021972,4,0
ENSMUSG00000021506,0,3
ENSMUSG00000037465,1,0
ENSMUSG00000023079,0,2
ENSMUSG00000099083,3,0
ENSMUSG00000038210,0,0
ENSMUSG00000019564,0,2
ENSMUSG00000034762,0,4
ENSMUSG00000062991,4,2
ENSMUSG00000022346,0,0
ENSMUSG00000019256,0,0
ENSMUSG00000026890,0,0
ENSMUSG00000002393,1,2
ENSMUSG00000038151,2,12
ENSMUSG00000015522,0,0
ENSMUSG00000040289,0,0
ENSMUSG00000030544,0,0
ENSMUSG00000030199,3,12
