,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,1,0
ENSMUSG00000005583,0,0
ENSMUSG00000040732,1,0
ENSMUSG00000025959,0,0
ENSMUSG00000000317,0,0
ENSMUSG00000020160,1,14
ENSMUSG00000064141,1,0
ENSMUSG00000032035,1,0
ENSMUSG00000050919,0,0
ENSMUSG00000031627,0,0
ENSMUSG00000069378,7,18
ENSMUSG00000044167,0,0
ENSMUSG00000031103,0,0
ENSMUSG00000025529,2,0
ENSMUSG00000029553,0,0
ENSMUSG00000006311,1,0
ENSMUSG00000055435,0,0
ENSMUSG00000022895,0,0
ENSMUSG00000053477,2,0
ENSMUSG00000018604,0,1
ENSMUSG00000008398,0,0
ENSMUSG00000029178,0,0
ENSMUSG00000024238,2,0
ENSMUSG00000027684,0,18
ENSMUSG00000062327,2,0
ENSMUSG00000028565,1,18
ENSMUSG00000000078,0,0
ENSMUSG00000023902,1,1
ENSMUSG00000027583,0,14
ENSMUSG00000028163,0,0
ENSMUSG00000038227,0,0
ENSMUSG00000024985,1,18
ENSMUSG00000053007,0,0
ENSMUSG00000022150,0,0
ENSMUSG00000040929,1,18
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,0
ENSMUSG00000020484,0,0
ENSMUSG00000000094,0,18
ENSMUSG00000024140,0,0
ENSMUSG00000063632,2,18
ENSMUSG00000044220,0,0
ENSMUSG00000025902,0,0
ENSMUSG00000026628,0,0
ENSMUSG00000040270,2,18
ENSMUSG00000020185,0,0
ENSMUSG00000057098,2,0
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,0
ENSMUSG00000027210,0,1
ENSMUSG00000030788,0,0
ENSMUSG00000042439,0,0
ENSMUSG00000048402,1,18
ENSMUSG00000032446,0,18
ENSMUSG00000030341,0,0
ENSMUSG00000027361,0,0
ENSMUSG00000027547,0,0
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,0
ENSMUSG00000018698,0,0
ENSMUSG00000058881,1,0
ENSMUSG00000055799,1,18
ENSMUSG00000028466,0,0
ENSMUSG00000071637,0,0
ENSMUSG00000048410,2,0
ENSMUSG00000040433,0,18
ENSMUSG00000034041,0,0
ENSMUSG00000021877,0,18
ENSMUSG00000047003,0,18
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,18
ENSMUSG00000075040,1,0
ENSMUSG00000055053,0,1
ENSMUSG00000033713,4,0
ENSMUSG00000026436,1,0
ENSMUSG00000016087,0,18
ENSMUSG00000056758,6,0
ENSMUSG00000075588,0,0
ENSMUSG00000026104,0,0
ENSMUSG00000038700,0,0
ENSMUSG00000026398,0,0
ENSMUSG00000036139,0,0
ENSMUSG00000021972,2,18
ENSMUSG00000021506,0,0
ENSMUSG00000037465,0,1
ENSMUSG00000023079,2,14
ENSMUSG00000099083,1,0
ENSMUSG00000038210,0,0
ENSMUSG00000019564,0,18
ENSMUSG00000034762,0,18
ENSMUSG00000062991,0,18
ENSMUSG00000022346,1,18
ENSMUSG00000019256,0,18
ENSMUSG00000026890,0,0
ENSMUSG00000002393,0,1
ENSMUSG00000038151,0,0
ENSMUSG00000015522,1,0
ENSMUSG00000040289,0,0
ENSMUSG00000030544,0,0
ENSMUSG00000030199,1,0
