,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,2,4
ENSMUSG00000005583,2,4
ENSMUSG00000040732,2,1
ENSMUSG00000025959,2,2
ENSMUSG00000000317,1,1
ENSMUSG00000020160,10,4
ENSMUSG00000064141,1,2
ENSMUSG00000032035,1,7
ENSMUSG00000050919,0,0
ENSMUSG00000031627,1,0
ENSMUSG00000069378,1,1
ENSMUSG00000044167,2,0
ENSMUSG00000031103,1,1
ENSMUSG00000025529,2,0
ENSMUSG00000029553,0,1
ENSMUSG00000006311,1,0
ENSMUSG00000055435,1,1
ENSMUSG00000022895,1,1
ENSMUSG00000053477,12,8
ENSMUSG00000018604,1,0
ENSMUSG00000008398,2,2
ENSMUSG00000029178,1,2
ENSMUSG00000024238,8,0
ENSMUSG00000027684,1,4
ENSMUSG00000062327,1,0
ENSMUSG00000028565,0,4
ENSMUSG00000000078,0,1
ENSMUSG00000023902,0,2
ENSMUSG00000027583,1,1
ENSMUSG00000028163,1,1
ENSMUSG00000038227,0,1
ENSMUSG00000024985,2,6
ENSMUSG00000053007,0,4
ENSMUSG00000022150,2,4
ENSMUSG00000040929,2,2
ENSMUSG00000046470,1,1
ENSMUSG00000024406,1,0
ENSMUSG00000020484,1,0
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,0
ENSMUSG00000063632,1,1
ENSMUSG00000044220,0,0
ENSMUSG00000025902,1,2
ENSMUSG00000026628,0,4
ENSMUSG00000040270,2,8
ENSMUSG00000020185,1,0
ENSMUSG00000057098,1,1
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,1
ENSMUSG00000027210,13,6
ENSMUSG00000030788,1,2
ENSMUSG00000042439,0,4
ENSMUSG00000048402,0,4
ENSMUSG00000032446,0,1
ENSMUSG00000030341,1,1
ENSMUSG00000027361,2,4
ENSMUSG00000027547,1,2
ENSMUSG00000000938,0,0
ENSMUSG00000068551,1,1
ENSMUSG00000018698,0,1
ENSMUSG00000058881,0,2
ENSMUSG00000055799,5,2
ENSMUSG00000028466,0,0
ENSMUSG00000071637,0,1
ENSMUSG00000048410,9,2
ENSMUSG00000040433,1,1
ENSMUSG00000034041,0,1
ENSMUSG00000021877,8,2
ENSMUSG00000047003,1,1
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,1
ENSMUSG00000075040,1,1
ENSMUSG00000055053,0,1
ENSMUSG00000033713,8,1
ENSMUSG00000026436,1,1
ENSMUSG00000016087,20,0
ENSMUSG00000056758,7,2
ENSMUSG00000075588,0,1
ENSMUSG00000026104,0,2
ENSMUSG00000038700,0,0
ENSMUSG00000026398,1,0
ENSMUSG00000036139,0,0
ENSMUSG00000021972,10,2
ENSMUSG00000021506,0,1
ENSMUSG00000037465,0,8
ENSMUSG00000023079,1,0
ENSMUSG00000099083,1,1
ENSMUSG00000038210,0,0
ENSMUSG00000019564,0,0
ENSMUSG00000034762,0,2
ENSMUSG00000062991,1,6
ENSMUSG00000022346,0,1
ENSMUSG00000019256,0,1
ENSMUSG00000026890,0,2
ENSMUSG00000002393,0,0
ENSMUSG00000038151,0,8
ENSMUSG00000015522,2,1
ENSMUSG00000040289,0,2
ENSMUSG00000030544,0,0
ENSMUSG00000030199,9,7
