,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,5,10
ENSMUSG00000005583,6,6
ENSMUSG00000040732,3,9
ENSMUSG00000025959,6,7
ENSMUSG00000000317,0,2
ENSMUSG00000020160,1,12
ENSMUSG00000064141,0,1
ENSMUSG00000032035,2,12
ENSMUSG00000050919,0,2
ENSMUSG00000031627,1,1
ENSMUSG00000069378,0,1
ENSMUSG00000044167,2,1
ENSMUSG00000031103,1,4
ENSMUSG00000025529,7,1
ENSMUSG00000029553,0,1
ENSMUSG00000006311,0,1
ENSMUSG00000055435,1,1
ENSMUSG00000022895,1,1
ENSMUSG00000053477,10,13
ENSMUSG00000018604,0,1
ENSMUSG00000008398,4,4
ENSMUSG00000029178,1,2
ENSMUSG00000024238,13,4
ENSMUSG00000027684,0,9
ENSMUSG00000062327,0,1
ENSMUSG00000028565,1,4
ENSMUSG00000000078,1,1
ENSMUSG00000023902,0,1
ENSMUSG00000027583,2,2
ENSMUSG00000028163,0,4
ENSMUSG00000038227,0,0
ENSMUSG00000024985,0,11
ENSMUSG00000053007,3,5
ENSMUSG00000022150,1,1
ENSMUSG00000040929,0,2
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,0
ENSMUSG00000020484,1,1
ENSMUSG00000000094,1,1
ENSMUSG00000024140,0,2
ENSMUSG00000063632,1,4
ENSMUSG00000044220,0,1
ENSMUSG00000025902,1,1
ENSMUSG00000026628,0,5
ENSMUSG00000040270,3,11
ENSMUSG00000020185,2,1
ENSMUSG00000057098,1,10
ENSMUSG00000038236,0,2
ENSMUSG00000055148,0,1
ENSMUSG00000027210,10,4
ENSMUSG00000030788,0,1
ENSMUSG00000042439,1,2
ENSMUSG00000048402,0,3
ENSMUSG00000032446,0,0
ENSMUSG00000030341,0,2
ENSMUSG00000027361,1,1
ENSMUSG00000027547,2,1
ENSMUSG00000000938,0,1
ENSMUSG00000068551,0,1
ENSMUSG00000018698,0,1
ENSMUSG00000058881,1,1
ENSMUSG00000055799,3,8
ENSMUSG00000028466,0,1
ENSMUSG00000071637,0,1
ENSMUSG00000048410,5,4
ENSMUSG00000040433,0,1
ENSMUSG00000034041,0,4
ENSMUSG00000021877,2,6
ENSMUSG00000047003,1,1
ENSMUSG00000007805,0,1
ENSMUSG00000079277,0,1
ENSMUSG00000075040,0,2
ENSMUSG00000055053,0,5
ENSMUSG00000033713,5,8
ENSMUSG00000026436,0,0
ENSMUSG00000016087,16,3
ENSMUSG00000056758,5,4
ENSMUSG00000075588,1,1
ENSMUSG00000026104,0,1
ENSMUSG00000038700,0,1
ENSMUSG00000026398,0,1
ENSMUSG00000036139,0,1
ENSMUSG00000021972,1,1
ENSMUSG00000021506,0,1
ENSMUSG00000037465,1,2
ENSMUSG00000023079,1,6
ENSMUSG00000099083,3,0
ENSMUSG00000038210,0,1
ENSMUSG00000019564,1,3
ENSMUSG00000034762,0,7
ENSMUSG00000062991,4,2
ENSMUSG00000022346,0,1
ENSMUSG00000019256,1,0
ENSMUSG00000026890,1,1
ENSMUSG00000002393,0,1
ENSMUSG00000038151,0,5
ENSMUSG00000015522,0,1
ENSMUSG00000040289,0,1
ENSMUSG00000030544,0,1
ENSMUSG00000030199,7,6
