,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,4,7
ENSMUSG00000005583,1,2
ENSMUSG00000040732,1,4
ENSMUSG00000025959,5,17
ENSMUSG00000000317,0,2
ENSMUSG00000020160,2,0
ENSMUSG00000064141,0,1
ENSMUSG00000032035,1,2
ENSMUSG00000050919,1,2
ENSMUSG00000031627,2,4
ENSMUSG00000069378,0,4
ENSMUSG00000044167,1,0
ENSMUSG00000031103,2,4
ENSMUSG00000025529,3,4
ENSMUSG00000029553,1,3
ENSMUSG00000006311,0,0
ENSMUSG00000055435,1,5
ENSMUSG00000022895,0,1
ENSMUSG00000053477,1,2
ENSMUSG00000018604,0,2
ENSMUSG00000008398,2,0
ENSMUSG00000029178,1,4
ENSMUSG00000024238,3,0
ENSMUSG00000027684,0,5
ENSMUSG00000062327,0,0
ENSMUSG00000028565,0,2
ENSMUSG00000000078,2,4
ENSMUSG00000023902,0,0
ENSMUSG00000027583,0,3
ENSMUSG00000028163,2,0
ENSMUSG00000038227,0,1
ENSMUSG00000024985,0,2
ENSMUSG00000053007,0,2
ENSMUSG00000022150,1,0
ENSMUSG00000040929,1,4
ENSMUSG00000046470,1,0
ENSMUSG00000024406,0,0
ENSMUSG00000020484,1,0
ENSMUSG00000000094,0,0
ENSMUSG00000024140,1,2
ENSMUSG00000063632,0,0
ENSMUSG00000044220,0,2
ENSMUSG00000025902,1,3
ENSMUSG00000026628,0,0
ENSMUSG00000040270,0,17
ENSMUSG00000020185,1,2
ENSMUSG00000057098,0,2
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,2
ENSMUSG00000027210,2,2
ENSMUSG00000030788,1,0
ENSMUSG00000042439,2,3
ENSMUSG00000048402,0,4
ENSMUSG00000032446,0,1
ENSMUSG00000030341,0,0
ENSMUSG00000027361,1,0
ENSMUSG00000027547,1,0
ENSMUSG00000000938,0,2
ENSMUSG00000068551,1,4
ENSMUSG00000018698,0,2
ENSMUSG00000058881,1,3
ENSMUSG00000055799,1,2
ENSMUSG00000028466,0,0
ENSMUSG00000071637,0,0
ENSMUSG00000048410,1,0
ENSMUSG00000040433,0,3
ENSMUSG00000034041,0,3
ENSMUSG00000021877,2,2
ENSMUSG00000047003,0,0
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,1
ENSMUSG00000075040,0,0
ENSMUSG00000055053,0,7
ENSMUSG00000033713,1,5
ENSMUSG00000026436,0,0
ENSMUSG00000016087,4,4
ENSMUSG00000056758,0,3
ENSMUSG00000075588,0,2
ENSMUSG00000026104,0,0
ENSMUSG00000038700,0,0
ENSMUSG00000026398,4,0
ENSMUSG00000036139,0,3
ENSMUSG00000021972,4,3
ENSMUSG00000021506,0,1
ENSMUSG00000037465,0,10
ENSMUSG00000023079,1,1
ENSMUSG00000099083,1,7
ENSMUSG00000038210,0,2
ENSMUSG00000019564,0,0
ENSMUSG00000034762,0,2
ENSMUSG00000062991,15,15
ENSMUSG00000022346,1,0
ENSMUSG00000019256,0,0
ENSMUSG00000026890,0,2
ENSMUSG00000002393,0,1
ENSMUSG00000038151,1,5
ENSMUSG00000015522,1,2
ENSMUSG00000040289,0,0
ENSMUSG00000030544,0,0
ENSMUSG00000030199,7,10
