,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,5,12
ENSMUSG00000005583,3,4
ENSMUSG00000040732,1,2
ENSMUSG00000025959,3,4
ENSMUSG00000000317,0,7
ENSMUSG00000020160,10,2
ENSMUSG00000064141,0,0
ENSMUSG00000032035,1,1
ENSMUSG00000050919,0,1
ENSMUSG00000031627,1,2
ENSMUSG00000069378,2,0
ENSMUSG00000044167,3,0
ENSMUSG00000031103,0,1
ENSMUSG00000025529,2,1
ENSMUSG00000029553,1,1
ENSMUSG00000006311,0,0
ENSMUSG00000055435,1,1
ENSMUSG00000022895,1,1
ENSMUSG00000053477,3,0
ENSMUSG00000018604,0,1
ENSMUSG00000008398,4,5
ENSMUSG00000029178,1,5
ENSMUSG00000024238,1,0
ENSMUSG00000027684,2,2
ENSMUSG00000062327,0,0
ENSMUSG00000028565,0,0
ENSMUSG00000000078,1,1
ENSMUSG00000023902,0,0
ENSMUSG00000027583,0,4
ENSMUSG00000028163,1,2
ENSMUSG00000038227,0,0
ENSMUSG00000024985,4,1
ENSMUSG00000053007,0,1
ENSMUSG00000022150,1,2
ENSMUSG00000040929,3,4
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,0
ENSMUSG00000020484,0,1
ENSMUSG00000000094,0,1
ENSMUSG00000024140,1,2
ENSMUSG00000063632,0,0
ENSMUSG00000044220,0,0
ENSMUSG00000025902,0,1
ENSMUSG00000026628,0,2
ENSMUSG00000040270,1,7
ENSMUSG00000020185,1,1
ENSMUSG00000057098,0,2
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,1
ENSMUSG00000027210,0,0
ENSMUSG00000030788,2,0
ENSMUSG00000042439,1,1
ENSMUSG00000048402,0,0
ENSMUSG00000032446,0,0
ENSMUSG00000030341,0,1
ENSMUSG00000027361,1,0
ENSMUSG00000027547,1,1
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,0
ENSMUSG00000018698,0,0
ENSMUSG00000058881,1,4
ENSMUSG00000055799,0,1
ENSMUSG00000028466,0,1
ENSMUSG00000071637,0,2
ENSMUSG00000048410,2,0
ENSMUSG00000040433,0,2
ENSMUSG00000034041,0,1
ENSMUSG00000021877,1,0
ENSMUSG00000047003,0,1
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,4
ENSMUSG00000075040,1,2
ENSMUSG00000055053,0,6
ENSMUSG00000033713,2,5
ENSMUSG00000026436,1,0
ENSMUSG00000016087,6,4
ENSMUSG00000056758,3,1
ENSMUSG00000075588,0,1
ENSMUSG00000026104,0,0
ENSMUSG00000038700,0,0
ENSMUSG00000026398,0,0
ENSMUSG00000036139,0,0
ENSMUSG00000021972,1,6
ENSMUSG00000021506,0,0
ENSMUSG00000037465,0,0
ENSMUSG00000023079,0,0
ENSMUSG00000099083,0,2
ENSMUSG00000038210,0,0
ENSMUSG00000019564,1,2
ENSMUSG00000034762,0,0
ENSMUSG00000062991,16,2
ENSMUSG00000022346,0,6
ENSMUSG00000019256,0,0
ENSMUSG00000026890,0,0
ENSMUSG00000002393,0,6
ENSMUSG00000038151,1,1
ENSMUSG00000015522,1,0
ENSMUSG00000040289,0,0
ENSMUSG00000030544,0,2
ENSMUSG00000030199,9,10
