,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,0,9
ENSMUSG00000005583,0,1
ENSMUSG00000040732,0,8
ENSMUSG00000025959,1,8
ENSMUSG00000000317,0,0
ENSMUSG00000020160,2,4
ENSMUSG00000064141,0,0
ENSMUSG00000032035,0,0
ENSMUSG00000050919,0,1
ENSMUSG00000031627,0,7
ENSMUSG00000069378,0,2
ENSMUSG00000044167,0,2
ENSMUSG00000031103,0,1
ENSMUSG00000025529,1,1
ENSMUSG00000029553,0,1
ENSMUSG00000006311,1,1
ENSMUSG00000055435,0,1
ENSMUSG00000022895,1,1
ENSMUSG00000053477,2,2
ENSMUSG00000018604,0,6
ENSMUSG00000008398,0,0
ENSMUSG00000029178,0,2
ENSMUSG00000024238,0,1
ENSMUSG00000027684,0,12
ENSMUSG00000062327,0,1
ENSMUSG00000028565,1,6
ENSMUSG00000000078,0,0
ENSMUSG00000023902,0,1
ENSMUSG00000027583,0,2
ENSMUSG00000028163,0,2
ENSMUSG00000038227,0,1
ENSMUSG00000024985,0,6
ENSMUSG00000053007,0,2
ENSMUSG00000022150,0,1
ENSMUSG00000040929,0,2
ENSMUSG00000046470,0,1
ENSMUSG00000024406,0,0
ENSMUSG00000020484,1,1
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,4
ENSMUSG00000063632,1,2
ENSMUSG00000044220,0,0
ENSMUSG00000025902,1,1
ENSMUSG00000026628,0,4
ENSMUSG00000040270,0,7
ENSMUSG00000020185,0,2
ENSMUSG00000057098,1,6
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,1
ENSMUSG00000027210,0,8
ENSMUSG00000030788,0,0
ENSMUSG00000042439,0,1
ENSMUSG00000048402,1,0
ENSMUSG00000032446,0,0
ENSMUSG00000030341,1,0
ENSMUSG00000027361,0,4
ENSMUSG00000027547,0,2
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,2
ENSMUSG00000018698,0,4
ENSMUSG00000058881,0,2
ENSMUSG00000055799,0,5
ENSMUSG00000028466,0,1
ENSMUSG00000071637,0,0
ENSMUSG00000048410,1,1
ENSMUSG00000040433,0,1
ENSMUSG00000034041,0,4
ENSMUSG00000021877,2,0
ENSMUSG00000047003,0,1
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,5
ENSMUSG00000075040,0,1
ENSMUSG00000055053,0,4
ENSMUSG00000033713,2,8
ENSMUSG00000026436,1,1
ENSMUSG00000016087,2,2
ENSMUSG00000056758,2,2
ENSMUSG00000075588,0,0
ENSMUSG00000026104,1,2
ENSMUSG00000038700,0,1
ENSMUSG00000026398,0,0
ENSMUSG00000036139,0,1
ENSMUSG00000021972,1,2
ENSMUSG00000021506,0,1
ENSMUSG00000037465,0,8
ENSMUSG00000023079,0,4
ENSMUSG00000099083,1,0
ENSMUSG00000038210,0,0
ENSMUSG00000019564,0,7
ENSMUSG00000034762,0,1
ENSMUSG00000062991,1,6
ENSMUSG00000022346,0,0
ENSMUSG00000019256,0,2
ENSMUSG00000026890,0,1
ENSMUSG00000002393,0,4
ENSMUSG00000038151,0,0
ENSMUSG00000015522,0,2
ENSMUSG00000040289,0,1
ENSMUSG00000030544,0,1
ENSMUSG00000030199,3,6
