,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,2,5
ENSMUSG00000005583,1,6
ENSMUSG00000040732,2,10
ENSMUSG00000025959,8,2
ENSMUSG00000000317,0,4
ENSMUSG00000020160,4,4
ENSMUSG00000064141,1,1
ENSMUSG00000032035,2,5
ENSMUSG00000050919,0,2
ENSMUSG00000031627,1,3
ENSMUSG00000069378,1,0
ENSMUSG00000044167,5,2
ENSMUSG00000031103,0,3
ENSMUSG00000025529,3,1
ENSMUSG00000029553,1,0
ENSMUSG00000006311,1,2
ENSMUSG00000055435,0,1
ENSMUSG00000022895,1,0
ENSMUSG00000053477,4,6
ENSMUSG00000018604,1,0
ENSMUSG00000008398,3,2
ENSMUSG00000029178,0,3
ENSMUSG00000024238,7,4
ENSMUSG00000027684,1,5
ENSMUSG00000062327,0,1
ENSMUSG00000028565,0,3
ENSMUSG00000000078,1,4
ENSMUSG00000023902,0,2
ENSMUSG00000027583,1,2
ENSMUSG00000028163,1,0
ENSMUSG00000038227,0,0
ENSMUSG00000024985,2,7
ENSMUSG00000053007,0,2
ENSMUSG00000022150,1,1
ENSMUSG00000040929,2,2
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,1
ENSMUSG00000020484,3,1
ENSMUSG00000000094,0,0
ENSMUSG00000024140,1,2
ENSMUSG00000063632,1,3
ENSMUSG00000044220,0,2
ENSMUSG00000025902,1,0
ENSMUSG00000026628,0,1
ENSMUSG00000040270,6,13
ENSMUSG00000020185,0,2
ENSMUSG00000057098,1,12
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,2
ENSMUSG00000027210,3,3
ENSMUSG00000030788,0,0
ENSMUSG00000042439,2,3
ENSMUSG00000048402,0,4
ENSMUSG00000032446,0,2
ENSMUSG00000030341,0,1
ENSMUSG00000027361,1,0
ENSMUSG00000027547,2,1
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,4
ENSMUSG00000018698,1,2
ENSMUSG00000058881,1,3
ENSMUSG00000055799,3,4
ENSMUSG00000028466,0,0
ENSMUSG00000071637,0,0
ENSMUSG00000048410,1,2
ENSMUSG00000040433,0,2
ENSMUSG00000034041,1,4
ENSMUSG00000021877,6,2
ENSMUSG00000047003,0,1
ENSMUSG00000007805,0,3
ENSMUSG00000079277,0,3
ENSMUSG00000075040,1,2
ENSMUSG00000055053,0,6
ENSMUSG00000033713,4,7
ENSMUSG00000026436,0,1
ENSMUSG00000016087,14,6
ENSMUSG00000056758,5,2
ENSMUSG00000075588,1,1
ENSMUSG00000026104,0,0
ENSMUSG00000038700,0,2
ENSMUSG00000026398,0,0
ENSMUSG00000036139,0,1
ENSMUSG00000021972,3,3
ENSMUSG00000021506,0,2
ENSMUSG00000037465,1,9
ENSMUSG00000023079,1,2
ENSMUSG00000099083,1,3
ENSMUSG00000038210,0,0
ENSMUSG00000019564,1,2
ENSMUSG00000034762,0,4
ENSMUSG00000062991,12,1
ENSMUSG00000022346,0,4
ENSMUSG00000019256,0,2
ENSMUSG00000026890,0,1
ENSMUSG00000002393,0,1
ENSMUSG00000038151,0,7
ENSMUSG00000015522,1,1
ENSMUSG00000040289,0,0
ENSMUSG00000030544,0,0
ENSMUSG00000030199,6,3
