,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,3,0
ENSMUSG00000005583,1,4
ENSMUSG00000040732,1,4
ENSMUSG00000025959,5,4
ENSMUSG00000000317,1,0
ENSMUSG00000020160,3,7
ENSMUSG00000064141,1,5
ENSMUSG00000032035,2,5
ENSMUSG00000050919,0,4
ENSMUSG00000031627,1,6
ENSMUSG00000069378,1,1
ENSMUSG00000044167,0,5
ENSMUSG00000031103,0,3
ENSMUSG00000025529,6,0
ENSMUSG00000029553,0,2
ENSMUSG00000006311,0,0
ENSMUSG00000055435,1,1
ENSMUSG00000022895,0,2
ENSMUSG00000053477,12,6
ENSMUSG00000018604,0,2
ENSMUSG00000008398,2,0
ENSMUSG00000029178,1,3
ENSMUSG00000024238,3,0
ENSMUSG00000027684,0,13
ENSMUSG00000062327,0,0
ENSMUSG00000028565,1,8
ENSMUSG00000000078,1,0
ENSMUSG00000023902,0,2
ENSMUSG00000027583,0,4
ENSMUSG00000028163,2,4
ENSMUSG00000038227,0,2
ENSMUSG00000024985,0,4
ENSMUSG00000053007,1,4
ENSMUSG00000022150,0,0
ENSMUSG00000040929,1,8
ENSMUSG00000046470,1,2
ENSMUSG00000024406,0,0
ENSMUSG00000020484,1,3
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,2
ENSMUSG00000063632,1,3
ENSMUSG00000044220,0,0
ENSMUSG00000025902,0,2
ENSMUSG00000026628,0,5
ENSMUSG00000040270,1,9
ENSMUSG00000020185,0,4
ENSMUSG00000057098,0,3
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,0
ENSMUSG00000027210,1,7
ENSMUSG00000030788,1,0
ENSMUSG00000042439,1,2
ENSMUSG00000048402,0,1
ENSMUSG00000032446,0,0
ENSMUSG00000030341,0,0
ENSMUSG00000027361,1,2
ENSMUSG00000027547,1,2
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,0
ENSMUSG00000018698,0,0
ENSMUSG00000058881,1,4
ENSMUSG00000055799,1,5
ENSMUSG00000028466,0,4
ENSMUSG00000071637,0,0
ENSMUSG00000048410,5,2
ENSMUSG00000040433,0,2
ENSMUSG00000034041,0,0
ENSMUSG00000021877,3,0
ENSMUSG00000047003,0,0
ENSMUSG00000007805,0,0
ENSMUSG00000079277,0,2
ENSMUSG00000075040,0,0
ENSMUSG00000055053,1,8
ENSMUSG00000033713,1,9
ENSMUSG00000026436,1,2
ENSMUSG00000016087,13,0
ENSMUSG00000056758,3,4
ENSMUSG00000075588,0,0
ENSMUSG00000026104,0,4
ENSMUSG00000038700,0,0
ENSMUSG00000026398,1,1
ENSMUSG00000036139,0,3
ENSMUSG00000021972,3,3
ENSMUSG00000021506,1,4
ENSMUSG00000037465,1,8
ENSMUSG00000023079,0,6
ENSMUSG00000099083,2,4
ENSMUSG00000038210,0,0
ENSMUSG00000019564,1,0
ENSMUSG00000034762,1,0
ENSMUSG00000062991,3,0
ENSMUSG00000022346,0,2
ENSMUSG00000019256,0,0
ENSMUSG00000026890,0,2
ENSMUSG00000002393,0,2
ENSMUSG00000038151,0,4
ENSMUSG00000015522,1,2
ENSMUSG00000040289,0,3
ENSMUSG00000030544,0,0
ENSMUSG00000030199,4,15
