,gene_mean_exp,peak_mean_count
ENSMUSG00000008575,2,2
ENSMUSG00000005583,9,4
ENSMUSG00000040732,1,7
ENSMUSG00000025959,5,4
ENSMUSG00000000317,0,4
ENSMUSG00000020160,0,4
ENSMUSG00000064141,2,0
ENSMUSG00000032035,2,3
ENSMUSG00000050919,2,3
ENSMUSG00000031627,2,2
ENSMUSG00000069378,0,2
ENSMUSG00000044167,1,3
ENSMUSG00000031103,1,3
ENSMUSG00000025529,2,0
ENSMUSG00000029553,0,0
ENSMUSG00000006311,0,2
ENSMUSG00000055435,1,5
ENSMUSG00000022895,1,0
ENSMUSG00000053477,17,8
ENSMUSG00000018604,0,0
ENSMUSG00000008398,5,4
ENSMUSG00000029178,1,6
ENSMUSG00000024238,12,0
ENSMUSG00000027684,1,4
ENSMUSG00000062327,0,0
ENSMUSG00000028565,1,4
ENSMUSG00000000078,1,4
ENSMUSG00000023902,0,0
ENSMUSG00000027583,0,0
ENSMUSG00000028163,0,0
ENSMUSG00000038227,0,0
ENSMUSG00000024985,2,2
ENSMUSG00000053007,1,4
ENSMUSG00000022150,6,2
ENSMUSG00000040929,2,2
ENSMUSG00000046470,0,0
ENSMUSG00000024406,0,2
ENSMUSG00000020484,1,3
ENSMUSG00000000094,0,0
ENSMUSG00000024140,0,5
ENSMUSG00000063632,1,1
ENSMUSG00000044220,0,2
ENSMUSG00000025902,1,3
ENSMUSG00000026628,0,5
ENSMUSG00000040270,2,16
ENSMUSG00000020185,1,0
ENSMUSG00000057098,2,9
ENSMUSG00000038236,0,0
ENSMUSG00000055148,0,2
ENSMUSG00000027210,1,4
ENSMUSG00000030788,0,4
ENSMUSG00000042439,1,0
ENSMUSG00000048402,0,2
ENSMUSG00000032446,0,4
ENSMUSG00000030341,0,0
ENSMUSG00000027361,1,2
ENSMUSG00000027547,1,0
ENSMUSG00000000938,0,0
ENSMUSG00000068551,0,0
ENSMUSG00000018698,0,2
ENSMUSG00000058881,1,0
ENSMUSG00000055799,2,5
ENSMUSG00000028466,0,0
ENSMUSG00000071637,0,2
ENSMUSG00000048410,2,0
ENSMUSG00000040433,0,0
ENSMUSG00000034041,0,8
ENSMUSG00000021877,1,0
ENSMUSG00000047003,0,4
ENSMUSG00000007805,0,3
ENSMUSG00000079277,0,0
ENSMUSG00000075040,1,1
ENSMUSG00000055053,0,8
ENSMUSG00000033713,5,6
ENSMUSG00000026436,1,0
ENSMUSG00000016087,8,5
ENSMUSG00000056758,7,2
ENSMUSG00000075588,1,0
ENSMUSG00000026104,1,3
ENSMUSG00000038700,0,0
ENSMUSG00000026398,0,7
ENSMUSG00000036139,0,2
ENSMUSG00000021972,1,5
ENSMUSG00000021506,0,0
ENSMUSG00000037465,0,2
ENSMUSG00000023079,1,2
ENSMUSG00000099083,0,0
ENSMUSG00000038210,0,0
ENSMUSG00000019564,1,0
ENSMUSG00000034762,0,4
ENSMUSG00000062991,0,6
ENSMUSG00000022346,1,4
ENSMUSG00000019256,1,0
ENSMUSG00000026890,0,0
ENSMUSG00000002393,1,2
ENSMUSG00000038151,1,2
ENSMUSG00000015522,0,3
ENSMUSG00000040289,0,6
ENSMUSG00000030544,0,2
ENSMUSG00000030199,10,14
