ENS,symbol
ENSMUSG00000050323,Ndufaf6
ENSMUSG00000028211,Trp53inp1
ENSMUSG00000028212,Ccne2
ENSMUSG00000040738,Ints8
ENSMUSG00000045205,Dpy19l4
ENSMUSG00000040728,Esrp1
ENSMUSG00000040720,Virma
ENSMUSG00000078773,Rad54b
ENSMUSG00000094595,Fsbp
ENSMUSG00000028214,Gem
ENSMUSG00000028217,Cdh17
ENSMUSG00000049225,Pdp1
ENSMUSG00000049488,Tmem67
ENSMUSG00000052137,Rbm12b2
ENSMUSG00000046667,Rbm12b1
ENSMUSG00000028218,Fam92a
ENSMUSG00000055963,Triqk
ENSMUSG00000006586,Runx1t1
ENSMUSG00000040569,Slc26a7
ENSMUSG00000023151,Lrrc69
ENSMUSG00000040550,Otud6b
ENSMUSG00000028221,Pip4p2
ENSMUSG00000040536,Necab1
ENSMUSG00000043252,Tmem64
ENSMUSG00000028222,Calb1
ENSMUSG00000028223,Decr1
ENSMUSG00000028224,Nbn
ENSMUSG00000041153,Osgin2
ENSMUSG00000041135,Ripk2
ENSMUSG00000028226,Mmp16
ENSMUSG00000073991,Cnbd1
ENSMUSG00000056494,Cngb3
ENSMUSG00000028228,Cpne3
ENSMUSG00000028229,Rmdn1
ENSMUSG00000078772,Gm12353
ENSMUSG00000041058,Wwp1
ENSMUSG00000041052,Slc7a13
ENSMUSG00000028238,Atp6v0d2
ENSMUSG00000073988,Ttpa
ENSMUSG00000073987,Ggh
ENSMUSG00000055761,Nkain3
ENSMUSG00000040478,Prdm13
ENSMUSG00000028252,Ccnc
ENSMUSG00000028251,Tstd3
ENSMUSG00000040455,Usp45
ENSMUSG00000028248,Pnisr
ENSMUSG00000028247,Coq3
ENSMUSG00000028246,Faxc
ENSMUSG00000040410,Fbxl4
ENSMUSG00000095139,Pou3f2
ENSMUSG00000045751,Mms22l
ENSMUSG00000040387,Klhl32
ENSMUSG00000028261,Ndufaf4
ENSMUSG00000040372,Gpr63
ENSMUSG00000028259,Fhl5
ENSMUSG00000040359,Ufl1
ENSMUSG00000055373,Fut9
ENSMUSG00000040520,Manea
ENSMUSG00000028289,Epha7
ENSMUSG00000028284,Map3k7
ENSMUSG00000040270,Bach2
ENSMUSG00000051056,Gja10
ENSMUSG00000028282,Casp8ap2
ENSMUSG00000058006,Mdn1
ENSMUSG00000045854,Lyrm2
ENSMUSG00000040183,Ankrd6
ENSMUSG00000028278,Rragd
ENSMUSG00000028277,Ube2j1
ENSMUSG00000023267,Gabrr2
ENSMUSG00000028280,Gabrr1
ENSMUSG00000054659,Pm20d2
ENSMUSG00000054679,Srsf12
ENSMUSG00000040128,Pnrc1
ENSMUSG00000028274,Rngtt
ENSMUSG00000044288,Cnr1
ENSMUSG00000028264,Spaca1
ENSMUSG00000028291,Akirin2
ENSMUSG00000040044,Orc3
ENSMUSG00000028292,Rars2
ENSMUSG00000028293,Slc35a1
ENSMUSG00000028294,Cfap206
ENSMUSG00000071015,Gm136
ENSMUSG00000028295,Smim8
ENSMUSG00000039967,Zfp292
ENSMUSG00000028298,Cga
ENSMUSG00000073910,Mob3b
ENSMUSG00000042993,Ifnk
ENSMUSG00000028300,C9orf72
ENSMUSG00000045083,Lingo2
ENSMUSG00000028287,1700009N14Rik
ENSMUSG00000028405,Aco1
ENSMUSG00000040296,Ddx58
ENSMUSG00000036822,Topors
ENSMUSG00000028407,Smim27
ENSMUSG00000071014,Ndufb6
ENSMUSG00000046593,Tmem215
ENSMUSG00000028411,Aptx
ENSMUSG00000028410,Dnaja1
ENSMUSG00000028409,Smu1
ENSMUSG00000028413,B4galt1
ENSMUSG00000028415,Spink4
ENSMUSG00000028416,Bag1
ENSMUSG00000028419,Chmp5
ENSMUSG00000028423,Nfx1
ENSMUSG00000028427,Aqp7
ENSMUSG00000028435,Aqp3
ENSMUSG00000028430,Nol6
ENSMUSG00000036241,Ube2r2
ENSMUSG00000028433,Ubap2
ENSMUSG00000028436,Dcaf12
ENSMUSG00000028437,Ubap1
ENSMUSG00000028438,Kif24
ENSMUSG00000028443,Nudt2
ENSMUSG00000046312,Myorg
ENSMUSG00000028441,1110017D15Rik
ENSMUSG00000028439,Fam219a
ENSMUSG00000061322,Dnaic1
ENSMUSG00000028445,Enho
ENSMUSG00000028444,Cntfr
ENSMUSG00000073889,Il11ra1
ENSMUSG00000036114,Rpp25l
ENSMUSG00000028447,Dctn3
ENSMUSG00000066224,Arid3c
ENSMUSG00000036078,Sigmar1
ENSMUSG00000036073,Galt
ENSMUSG00000073888,Ccl27a
ENSMUSG00000094065,Ccl21d
ENSMUSG00000078747,Gm20878
ENSMUSG00000078746,Fam205a4
ENSMUSG00000094293,Gm3893
ENSMUSG00000073878,Gm13304
ENSMUSG00000073877,Gm13306
ENSMUSG00000073876,Gm13305
ENSMUSG00000095675,Ccl21b
ENSMUSG00000094695,Gm21953
ENSMUSG00000093996,Fam205a3
ENSMUSG00000095234,Gm21586
ENSMUSG00000094066,Fam205a2
ENSMUSG00000096596,Gm10591
ENSMUSG00000096826,Ccl27b
ENSMUSG00000078735,Il11ra2
ENSMUSG00000054885,4930578G10Rik
ENSMUSG00000071005,Ccl19
ENSMUSG00000094686,Ccl21a
ENSMUSG00000078722,Gm12394
ENSMUSG00000078721,Fam205a1
ENSMUSG00000050141,Fam205c
ENSMUSG00000036062,Phf24
ENSMUSG00000036052,Dnajb5
ENSMUSG00000028451,1700022I11Rik
ENSMUSG00000028452,Vcp
ENSMUSG00000028453,Fancg
ENSMUSG00000028454,Pigo
ENSMUSG00000028455,Stoml2
ENSMUSG00000036002,Fam214b
ENSMUSG00000028456,Unc13b
ENSMUSG00000028457,Atp8b5
ENSMUSG00000035969,Rusc2
ENSMUSG00000042788,Fam166b
ENSMUSG00000028458,Tesk1
ENSMUSG00000028459,Cd72
ENSMUSG00000028460,Sit1
ENSMUSG00000028461,Ccdc107
ENSMUSG00000051517,Arhgef39
ENSMUSG00000028463,Car9
ENSMUSG00000028464,Tpm2
ENSMUSG00000028465,Tln1
ENSMUSG00000028466,Creb3
ENSMUSG00000028467,Gba2
ENSMUSG00000028468,Rgp1
ENSMUSG00000078719,Msmp
ENSMUSG00000028469,Npr2
ENSMUSG00000066196,Spag8
ENSMUSG00000028470,Hint2
ENSMUSG00000043633,Fam221b
ENSMUSG00000078716,Tmem8b
ENSMUSG00000050215,Olfr70
ENSMUSG00000046450,Olfr71
ENSMUSG00000071001,Hrct1
ENSMUSG00000028475,Spaar
ENSMUSG00000044801,Olfr159
ENSMUSG00000110970,Olfr156
ENSMUSG00000111611,Olfr157
ENSMUSG00000071000,Olfr155
ENSMUSG00000028476,Reck
ENSMUSG00000028480,Glipr2
ENSMUSG00000070999,Ccin
ENSMUSG00000028478,Clta
ENSMUSG00000028479,Gne
ENSMUSG00000035696,Rnf38
ENSMUSG00000035683,Melk
ENSMUSG00000014030,Pax5
ENSMUSG00000035649,Zcchc7
ENSMUSG00000035637,Grhpr
ENSMUSG00000049657,Zbtb5
ENSMUSG00000028318,Polr1e
ENSMUSG00000048232,Fbxo10
ENSMUSG00000078713,Tomm5
ENSMUSG00000035615,Frmpd1
ENSMUSG00000035601,Trmt10b
ENSMUSG00000028322,Exosc3
ENSMUSG00000035572,Dcaf10
ENSMUSG00000045973,Slc25a51
ENSMUSG00000044813,Shb
ENSMUSG00000035561,Aldh1b1
ENSMUSG00000035551,Igfbpl1
ENSMUSG00000028327,Stra6l
ENSMUSG00000035539,Ccdc180
ENSMUSG00000035517,Tdrd7
ENSMUSG00000028328,Tmod1
ENSMUSG00000035495,Tstd2
ENSMUSG00000028330,Ncbp1
ENSMUSG00000028329,Xpa
ENSMUSG00000070990,Foxe1
ENSMUSG00000028331,Trmo
ENSMUSG00000028332,Hemgn
ENSMUSG00000028333,Anp32b
ENSMUSG00000028334,Nans
ENSMUSG00000039853,Trim14
ENSMUSG00000028337,Coro2a
ENSMUSG00000039813,Tbc1d2
ENSMUSG00000039809,Gabbr2
ENSMUSG00000066191,Anks6
ENSMUSG00000039774,Galnt12
ENSMUSG00000028339,Col15a1
ENSMUSG00000007613,Tgfbr1
ENSMUSG00000039740,Alg2
ENSMUSG00000053317,Sec61b
ENSMUSG00000028341,Nr4a3
ENSMUSG00000061455,Stx17
ENSMUSG00000028343,Erp44
ENSMUSG00000028344,Invs
ENSMUSG00000028345,Tex10
ENSMUSG00000039693,Msantd3
ENSMUSG00000028347,Tmeff1
ENSMUSG00000028348,Cavin4
ENSMUSG00000063446,Plppr1
ENSMUSG00000060317,Acnat2
ENSMUSG00000070985,Acnat1
ENSMUSG00000039653,Baat
ENSMUSG00000044018,Mrpl50
ENSMUSG00000039634,Zfp189
ENSMUSG00000028307,Aldob
ENSMUSG00000039611,Tmem246
ENSMUSG00000028309,Rnf20
ENSMUSG00000039579,Grin3a
ENSMUSG00000028310,Ppp3r2
ENSMUSG00000039555,Cylc2
ENSMUSG00000028312,Smc2
ENSMUSG00000028314,Toporsl
ENSMUSG00000089717,Olfr275
ENSMUSG00000049648,Olfr273
ENSMUSG00000051593,Olfr272
ENSMUSG00000070983,Olfr270
ENSMUSG00000015242,Nipsnap3a
ENSMUSG00000015247,Nipsnap3b
ENSMUSG00000015243,Abca1
ENSMUSG00000028412,Slc44a1
ENSMUSG00000054752,Fsd1l
ENSMUSG00000028414,Fktn
ENSMUSG00000028417,Tal2
ENSMUSG00000028420,Tmem38b
ENSMUSG00000060206,Zfp462
ENSMUSG00000028426,Rad23b
ENSMUSG00000003032,Klf4
ENSMUSG00000070980,Actl7b
ENSMUSG00000096930,Gm26657
ENSMUSG00000070979,Actl7a
ENSMUSG00000028431,Elp1
ENSMUSG00000038827,Abitram
ENSMUSG00000038816,Ctnnal1
ENSMUSG00000055296,Tmem245
ENSMUSG00000045589,Frrs1l
ENSMUSG00000028434,Epb41l4b
ENSMUSG00000038764,Ptpn3
ENSMUSG00000090053,Pakap
ENSMUSG00000089945,Pakap
ENSMUSG00000038729,Pakap
ENSMUSG00000052117,D630039A03Rik
ENSMUSG00000028367,Txn1
ENSMUSG00000038709,Txndc8
ENSMUSG00000028369,Svep1
ENSMUSG00000057280,Musk
ENSMUSG00000038668,Lpar1
ENSMUSG00000043385,Olfr267
ENSMUSG00000050812,Ecpas
ENSMUSG00000038630,Zkscan16
ENSMUSG00000028378,Ptgr1
ENSMUSG00000070972,Dnajc25
ENSMUSG00000092345,Gm20503
ENSMUSG00000038607,Gng10
ENSMUSG00000038598,Shoc1
ENSMUSG00000028381,Ugcg
ENSMUSG00000038578,Susd1
ENSMUSG00000028382,Ptbp3
ENSMUSG00000028383,Hsdl2
ENSMUSG00000045071,E130308A19Rik
ENSMUSG00000038544,Inip
ENSMUSG00000028385,Snx30
ENSMUSG00000028386,Slc46a2
ENSMUSG00000041333,Mup4
ENSMUSG00000078689,Mup6
ENSMUSG00000073842,Mup7
ENSMUSG00000078688,Mup2
ENSMUSG00000078687,Mup8
ENSMUSG00000078686,Mup9
ENSMUSG00000078683,Mup1
ENSMUSG00000078680,Mup10
ENSMUSG00000073834,Mup11
ENSMUSG00000094793,Mup12
ENSMUSG00000110439,Mup22
ENSMUSG00000089873,Mup13
ENSMUSG00000073830,Mup14
ENSMUSG00000096674,Mup15
ENSMUSG00000078675,Mup16
ENSMUSG00000096688,Mup17
ENSMUSG00000078674,Mup18
ENSMUSG00000078673,Mup19
ENSMUSG00000058523,Mup5
ENSMUSG00000078672,Mup20
ENSMUSG00000066154,Mup3
ENSMUSG00000066153,Mup21
ENSMUSG00000028389,Zfp37
ENSMUSG00000066152,Slc31a2
ENSMUSG00000066151,Fkbp15
ENSMUSG00000066150,Slc31a1
ENSMUSG00000066149,Cdc26
ENSMUSG00000066148,Prpf4
ENSMUSG00000063851,Rnf183
ENSMUSG00000028391,Wdr31
ENSMUSG00000028392,Bspry
ENSMUSG00000038422,Hdhd3
ENSMUSG00000028393,Alad
ENSMUSG00000028394,Pole3
ENSMUSG00000058046,4933430I17Rik
ENSMUSG00000059810,Rgs3
ENSMUSG00000028358,Zfp618
ENSMUSG00000028356,Ambp
ENSMUSG00000028357,Kif12
ENSMUSG00000045672,Col27a1
ENSMUSG00000039196,Orm1
ENSMUSG00000028359,Orm3
ENSMUSG00000061540,Orm2
ENSMUSG00000039158,Akna
ENSMUSG00000039137,Whrn
ENSMUSG00000039105,Atp6v1g1
ENSMUSG00000045917,Tmem268
ENSMUSG00000084782,Gm11213
ENSMUSG00000058935,Tex48
ENSMUSG00000099294,Gm11214
ENSMUSG00000050395,Tnfsf15
ENSMUSG00000028362,Tnfsf8
ENSMUSG00000028364,Tnc
ENSMUSG00000028370,Pappa
ENSMUSG00000028373,Astn2
ENSMUSG00000051675,Trim32
ENSMUSG00000039005,Tlr4
ENSMUSG00000028351,Brinp1
ENSMUSG00000039298,Cdk5rap2
ENSMUSG00000039270,Megf9
ENSMUSG00000066141,Gm11232
ENSMUSG00000008305,Tle1
ENSMUSG00000059343,Aldoart1
ENSMUSG00000066137,Gm11487
ENSMUSG00000095935,Gm11238
ENSMUSG00000094116,Gm11237
ENSMUSG00000096700,Gm11236
ENSMUSG00000095048,Gm11239
ENSMUSG00000095341,Gm428
ENSMUSG00000043003,Rasef
ENSMUSG00000096530,Gm11758
ENSMUSG00000096750,Gm11757
ENSMUSG00000096333,Gm13871
ENSMUSG00000093962,Gm11756
ENSMUSG00000028396,2310002L09Rik
ENSMUSG00000049122,Frmd3
ENSMUSG00000028397,Kdm4c
ENSMUSG00000028398,Dmac1
ENSMUSG00000028399,Ptprd
ENSMUSG00000005994,Tyrp1
ENSMUSG00000048706,Lurap1l
ENSMUSG00000028402,Mpdz
ENSMUSG00000008575,Nfib
ENSMUSG00000028403,Zdhhc21
ENSMUSG00000038192,Cer1
ENSMUSG00000059049,Frem1
ENSMUSG00000038172,Ttc39b
ENSMUSG00000028483,Snapc3
ENSMUSG00000028484,Psip1
ENSMUSG00000052407,Ccdc171
ENSMUSG00000028487,Bnc2
ENSMUSG00000038070,Cntln
ENSMUSG00000028488,Sh3gl2
ENSMUSG00000066113,Adamtsl1
ENSMUSG00000028492,Saxo1
ENSMUSG00000070934,Rraga
ENSMUSG00000038047,Haus6
ENSMUSG00000028494,Plin2
ENSMUSG00000038024,Dennd4c
ENSMUSG00000028495,Rps6
ENSMUSG00000038007,Acer2
ENSMUSG00000037996,Slc24a2
ENSMUSG00000028496,Mllt3
ENSMUSG00000038368,Focad
ENSMUSG00000028497,Hacd4
ENSMUSG00000048806,Ifnb1
ENSMUSG00000096011,Ifna15
ENSMUSG00000095896,Ifna14
ENSMUSG00000095270,Ifna9
ENSMUSG00000073811,Ifna12
ENSMUSG00000038330,C87499
ENSMUSG00000063376,Ifna13
ENSMUSG00000078355,Ifna16
ENSMUSG00000078354,Ifna2
ENSMUSG00000100079,Ifnab
ENSMUSG00000070923,Klhl9
ENSMUSG00000097078,Gm26566
ENSMUSG00000094618,Gm13271
ENSMUSG00000100505,Gm13283
ENSMUSG00000094271,Gm13290
ENSMUSG00000096582,Gm13289
ENSMUSG00000096591,Gm13272
ENSMUSG00000096854,Ifnz
ENSMUSG00000099545,Gm13276
ENSMUSG00000100234,Gm13277
ENSMUSG00000101163,Gm13278
ENSMUSG00000099518,Gm13275
ENSMUSG00000099420,Gm13279
ENSMUSG00000095101,Gm13285
ENSMUSG00000094648,Gm13287
ENSMUSG00000070908,Gm13288
ENSMUSG00000100713,Ifna7
ENSMUSG00000100549,Ifna11
ENSMUSG00000101252,Ifna6
ENSMUSG00000096682,Ifna5
ENSMUSG00000070904,Ifna4
ENSMUSG00000095498,Ifna1
ENSMUSG00000045364,Ifne
ENSMUSG00000062937,Mtap
ENSMUSG00000044303,Cdkn2a
ENSMUSG00000073802,Cdkn2b
ENSMUSG00000043753,Dmrta1
ENSMUSG00000070902,Zfp352
ENSMUSG00000008489,Elavl2
ENSMUSG00000028533,Izumo3
ENSMUSG00000066107,Gm12666
ENSMUSG00000054000,Tusc1
ENSMUSG00000028578,Caap1
ENSMUSG00000028577,Plaa
ENSMUSG00000028576,Ift74
ENSMUSG00000049799,Lrrc19
ENSMUSG00000006386,Tek
ENSMUSG00000028575,Eqtn
ENSMUSG00000062627,Mysm1
ENSMUSG00000052684,Jun
ENSMUSG00000028573,Fggy
ENSMUSG00000028572,Hook1
ENSMUSG00000028571,Cyp2j13
ENSMUSG00000081225,Cyp2j12
ENSMUSG00000081362,Cyp2j7
ENSMUSG00000066097,Cyp2j11
ENSMUSG00000082932,Cyp2j8
ENSMUSG00000052914,Cyp2j6
ENSMUSG00000015224,Cyp2j9
ENSMUSG00000052520,Cyp2j5
ENSMUSG00000078639,Gm12695
ENSMUSG00000048747,E130114P18Rik
ENSMUSG00000028565,Nfia
ENSMUSG00000028563,Tm2d1
ENSMUSG00000061859,Patj
ENSMUSG00000087166,L1td1
ENSMUSG00000035407,Kank4
ENSMUSG00000073794,I0C0044D17Rik
ENSMUSG00000028560,Usp1
ENSMUSG00000028556,Dock7
ENSMUSG00000028553,Angptl3
ENSMUSG00000028550,Atg4c
ENSMUSG00000070891,Gm12689
ENSMUSG00000067261,Foxd3
ENSMUSG00000073792,Alg6
ENSMUSG00000028549,Itgb3bp
ENSMUSG00000073791,Efcab7
ENSMUSG00000025791,Pgm1
ENSMUSG00000035305,Ror1
ENSMUSG00000069733,Ube2u
ENSMUSG00000028532,Cachd1
ENSMUSG00000035275,Raver2
ENSMUSG00000028530,Jak1
ENSMUSG00000028527,Ak4
ENSMUSG00000028528,Dnajc6
ENSMUSG00000035212,Leprot
ENSMUSG00000057722,Lepr
ENSMUSG00000035201,B020004J07Rik
ENSMUSG00000046133,C130073F10Rik
ENSMUSG00000037028,Gm12800
ENSMUSG00000070890,Gm12794
ENSMUSG00000078626,Gm12790
ENSMUSG00000078625,Gm12789
ENSMUSG00000028525,Pde4b
ENSMUSG00000028524,Sgip1
ENSMUSG00000028523,Tctex1d1
ENSMUSG00000066090,Insl5
ENSMUSG00000035126,Wdr78
ENSMUSG00000028522,Mier1
ENSMUSG00000028521,Slc35d1
ENSMUSG00000028520,4921539E11Rik
ENSMUSG00000035069,Oma1
ENSMUSG00000028519,Dab1
ENSMUSG00000029656,C8b
ENSMUSG00000035031,C8a
ENSMUSG00000095386,Gm17662
ENSMUSG00000078612,Fyb2
ENSMUSG00000028518,Prkaa2
ENSMUSG00000028517,Plpp3
ENSMUSG00000083780,Gm12728
ENSMUSG00000028514,Usp24
ENSMUSG00000044254,Pcsk9
ENSMUSG00000025418,Bsnd
ENSMUSG00000085933,Tmem61
ENSMUSG00000034926,Dhcr24
ENSMUSG00000054362,Lexm
ENSMUSG00000034919,Ttc22
ENSMUSG00000043572,Pars2
ENSMUSG00000025413,Ttc4
ENSMUSG00000047502,Mroh7
ENSMUSG00000034871,Fam151a
ENSMUSG00000034853,Acot11
ENSMUSG00000061887,Ssbp3
ENSMUSG00000028622,Mrpl37
ENSMUSG00000028621,Cyb5rl
ENSMUSG00000047636,Cdcp2
ENSMUSG00000028619,Tceanc2
ENSMUSG00000028618,Tmem59
ENSMUSG00000070877,Ldlrad1
ENSMUSG00000028617,Lrrc42
ENSMUSG00000063172,Hspb11
ENSMUSG00000034785,Dio1
ENSMUSG00000057375,Yipf1
ENSMUSG00000028614,Ndc1
ENSMUSG00000034762,Glis1
ENSMUSG00000028610,Dmrtb1
ENSMUSG00000028613,Lrp8
ENSMUSG00000028609,Magoh
ENSMUSG00000028608,Czib
ENSMUSG00000028607,Cpt2
ENSMUSG00000008932,Slc1a7
ENSMUSG00000028600,Podn
ENSMUSG00000028603,Scp2
ENSMUSG00000028601,Echdc2
ENSMUSG00000034645,Zyg11a
ENSMUSG00000034636,Zyg11b
ENSMUSG00000048351,Coa7
ENSMUSG00000059816,Shisal2a
ENSMUSG00000028597,Gpx7
ENSMUSG00000034610,Tut4
ENSMUSG00000063800,Prpf38a
ENSMUSG00000028587,Orc1
ENSMUSG00000028582,Cc2d1b
ENSMUSG00000034557,Zfyve9
ENSMUSG00000094958,3110021N24Rik
ENSMUSG00000028568,Btf3l4
ENSMUSG00000028567,Txndc12
ENSMUSG00000073775,Kti12
ENSMUSG00000003411,Rab3b
ENSMUSG00000053510,Nrd1
ENSMUSG00000028559,Osbpl9
ENSMUSG00000028558,Calr4
ENSMUSG00000028552,Eps15
ENSMUSG00000028555,Ttc39a
ENSMUSG00000028557,Rnf11
ENSMUSG00000060491,4930522H14Rik
ENSMUSG00000028551,Cdkn2c
ENSMUSG00000010517,Faf1
ENSMUSG00000047143,Dmrta2
ENSMUSG00000028546,Elavl4
ENSMUSG00000061298,Agbl4
ENSMUSG00000028545,Bend5
ENSMUSG00000034401,Spata6
ENSMUSG00000028544,Slc5a9
ENSMUSG00000078599,Skint8
ENSMUSG00000049214,Skint7
ENSMUSG00000089773,Skint1
ENSMUSG00000055960,Skint4
ENSMUSG00000070868,Skint3
ENSMUSG00000049972,Skint9
ENSMUSG00000034359,Skint2
ENSMUSG00000048766,Skint10
ENSMUSG00000087194,Skint6
ENSMUSG00000078598,Skint5
ENSMUSG00000057977,Skint11
ENSMUSG00000070867,Trabd2b
ENSMUSG00000055198,Gm12830
ENSMUSG00000055210,Foxd2
ENSMUSG00000044518,Foxe3
ENSMUSG00000028719,Cmpk1
ENSMUSG00000028718,Stil
ENSMUSG00000028717,Tal1
ENSMUSG00000028716,Pdzk1ip1
ENSMUSG00000047155,Cyp4x1
ENSMUSG00000083138,Cyp4a29
ENSMUSG00000066071,Cyp4a12a
ENSMUSG00000078597,Cyp4a12b
ENSMUSG00000084346,Cyp4a30b
ENSMUSG00000028715,Cyp4a14
ENSMUSG00000066072,Cyp4a10
ENSMUSG00000028712,Cyp4a31
ENSMUSG00000063929,Cyp4a32
ENSMUSG00000028713,Cyp4b1
ENSMUSG00000034210,Efcab14
ENSMUSG00000044556,Tex38
ENSMUSG00000028710,Atpaf1
ENSMUSG00000028709,Mob3c
ENSMUSG00000028708,Mknk1
ENSMUSG00000073774,Kncn
ENSMUSG00000034185,6430628N08Rik
ENSMUSG00000028707,Dmbx1
ENSMUSG00000034171,Faah
ENSMUSG00000028706,Nsun4
ENSMUSG00000063882,Uqcrh
ENSMUSG00000028703,Lrrc41
ENSMUSG00000028702,Rad54l
ENSMUSG00000028700,Pomgnt1
ENSMUSG00000028701,Lurap1
ENSMUSG00000028699,Tspan1
ENSMUSG00000078593,1700042G07Rik
ENSMUSG00000111410,Gm49337
ENSMUSG00000028698,Pik3r3
ENSMUSG00000003810,Mast2
ENSMUSG00000028696,Ipp
ENSMUSG00000055900,Tmem69
ENSMUSG00000034042,Gpbp1l1
ENSMUSG00000034035,Ccdc17
ENSMUSG00000028693,Nasp
ENSMUSG00000028692,Akr1a1
ENSMUSG00000028691,Prdx1
ENSMUSG00000028690,Mmachc
ENSMUSG00000028689,Ccdc163
ENSMUSG00000033985,Tesk2
ENSMUSG00000028688,Toe1
ENSMUSG00000028687,Mutyh
ENSMUSG00000043155,Hpdl
ENSMUSG00000033948,Zswim5
ENSMUSG00000028684,Urod
ENSMUSG00000046861,Hectd3
ENSMUSG00000028683,Eif2b3
ENSMUSG00000028681,Ptch2
ENSMUSG00000073771,Btbd19
ENSMUSG00000047671,Tctex1d4
ENSMUSG00000028680,Plk3
ENSMUSG00000047675,Rps8
ENSMUSG00000028678,Kif2c
ENSMUSG00000060268,Armh1
ENSMUSG00000048772,Tmem53
ENSMUSG00000028677,Rnf220
ENSMUSG00000033423,Eri3
ENSMUSG00000009640,Dmap1
ENSMUSG00000108127,Gm12845
ENSMUSG00000048626,Klf17
ENSMUSG00000028542,Slc6a9
ENSMUSG00000078588,Ccdc24
ENSMUSG00000028541,B4galt2
ENSMUSG00000033379,Atp6v0b
ENSMUSG00000028540,Dph2
ENSMUSG00000033365,Ipo13
ENSMUSG00000028539,Artn
ENSMUSG00000028538,St3gal3
ENSMUSG00000033326,Kdm4a
ENSMUSG00000033295,Ptprf
ENSMUSG00000033253,Szt2
ENSMUSG00000006392,Med8
ENSMUSG00000006390,Elovl1
ENSMUSG00000006398,Cdc20
ENSMUSG00000006389,Mpl
ENSMUSG00000033191,Tie1
ENSMUSG00000028536,2610528J11Rik
ENSMUSG00000050854,Tmem125
ENSMUSG00000028730,Cfap57
ENSMUSG00000028729,Ebna1bp2
ENSMUSG00000043698,Olfr62
ENSMUSG00000043383,Olfr1342
ENSMUSG00000046790,Olfr1341
ENSMUSG00000070821,Olfr1340
ENSMUSG00000070820,Olfr1339
ENSMUSG00000095218,Olfr1338
ENSMUSG00000111159,Olfr1337
ENSMUSG00000066061,Olfr1335
ENSMUSG00000110947,Olfr1333
ENSMUSG00000073769,Olfr1331
ENSMUSG00000073768,Olfr1330
ENSMUSG00000096705,Olfr1329
ENSMUSG00000111259,Olfr1328
ENSMUSG00000024903,Lao1
ENSMUSG00000028645,Slc2a1
ENSMUSG00000045268,Zfp691
ENSMUSG00000028644,Ermap
ENSMUSG00000028643,Svbp
ENSMUSG00000078584,AU022252
ENSMUSG00000028642,Tmem269
ENSMUSG00000028641,P3h1
ENSMUSG00000066058,Cldn19
ENSMUSG00000028639,Ybx1
ENSMUSG00000060288,Ppih
ENSMUSG00000028637,Ccdc30
ENSMUSG00000028636,Ppcs
ENSMUSG00000070806,Zmynd12
ENSMUSG00000048899,Rimkla
ENSMUSG00000087385,Frg2f1
ENSMUSG00000032998,Foxj3
ENSMUSG00000023247,Guca2a
ENSMUSG00000032978,Guca2b
ENSMUSG00000028634,Hivep3
ENSMUSG00000115115,AL607142.1
ENSMUSG00000028635,Edn2
ENSMUSG00000052135,Foxo6
ENSMUSG00000000085,Scmh1
ENSMUSG00000047518,Slfnl1
ENSMUSG00000028633,Ctps
ENSMUSG00000091297,Gm8439
ENSMUSG00000070803,Cited4
ENSMUSG00000028631,Kcnq4
ENSMUSG00000032897,Nfyc
ENSMUSG00000032890,Rims3
ENSMUSG00000028629,Exo5
ENSMUSG00000064141,Zfp69
ENSMUSG00000032870,Smap2
ENSMUSG00000028626,Col9a2
ENSMUSG00000043207,Zmpste24
ENSMUSG00000078577,Tmco2
ENSMUSG00000049878,Rlf
ENSMUSG00000073764,Gm12888
ENSMUSG00000078576,Gm12886
ENSMUSG00000078575,Gm12887
ENSMUSG00000023263,9530002B09Rik
ENSMUSG00000028657,Ppt1
ENSMUSG00000028656,Cap1
ENSMUSG00000028655,Mfsd2a
ENSMUSG00000028654,Mycl
ENSMUSG00000028653,Trit1
ENSMUSG00000002384,Bmp8b
ENSMUSG00000076438,Oxct2b
ENSMUSG00000028651,Ppie
ENSMUSG00000046093,Hpcal4
ENSMUSG00000054958,Nt5c1a
ENSMUSG00000032744,Heyl
ENSMUSG00000011257,Pabpc4
ENSMUSG00000032726,Bmp8a
ENSMUSG00000076436,Oxct2a
ENSMUSG00000028649,Macf1
ENSMUSG00000028648,Ndufs5
ENSMUSG00000023075,Akirin1
ENSMUSG00000043333,Rhbdl2
ENSMUSG00000028647,Mycbp
ENSMUSG00000028646,Rragc
ENSMUSG00000090125,Pou3f1
ENSMUSG00000028907,Utp11
ENSMUSG00000032643,Fhl3
ENSMUSG00000028902,Sf3a3
ENSMUSG00000028894,Inpp5b
ENSMUSG00000028890,Mtf1
ENSMUSG00000078570,1110065P20Rik
ENSMUSG00000028889,Yrdc
ENSMUSG00000042763,Maneal
ENSMUSG00000028876,Epha10
ENSMUSG00000028873,Cdca8
ENSMUSG00000044730,9930104L06Rik
ENSMUSG00000028871,Rspo1
ENSMUSG00000028869,Gnl2
ENSMUSG00000042707,Dnali1
ENSMUSG00000050213,Snip1
ENSMUSG00000028863,Meaf6
ENSMUSG00000042677,Zc3h12a
ENSMUSG00000001985,Grik3
ENSMUSG00000028859,Csf3r
